Gene	Hugo_Symbol	Chromosome	SYMBOL_SOURCE	HGNC_ID	Entrez_Gene_Id
ENSG00000179869	ABCA13	7	HGNC	14638.0	154664
ENSG00000179869	ABCA13	7	HGNC	14638.0	154664
ENSG00000243981	RP11-368M16.3	7	Clone_based_vega_gene		101928654
	Unknown	7			0
ENSG00000254184	TYW1B	7	HGNC	33908.0	0
ENSG00000127946	HIP1	7	HGNC	4913.0	3092
ENSG00000058091	CDK14	7	HGNC	8883.0	5218
ENSG00000237819	AC002454.1	7	Clone_based_vega_gene		101927497
ENSG00000214313	AZGP1P1	7	HGNC	911.0	646282
ENSG00000205277	MUC12	7	HGNC	7510.0	10071
ENSG00000205277	MUC12	7	HGNC	7510.0	10071
ENSG00000204983	PRSS1	7	HGNC	9475.0	5645
ENSG00000055609	KMT2C	7	HGNC	13726.0	58508
ENSG00000055609	KMT2C	7	HGNC	13726.0	58508
ENSG00000055609	KMT2C	7	HGNC	13726.0	58508
ENSG00000146909	NOM1	7	HGNC	13244.0	64434
ENSG00000009335	UBE3C	7	HGNC	16803.0	9690
ENSG00000155093	PTPRN2	7	HGNC	9677.0	5799
ENSG00000215262	KCNU1	8	HGNC	18867.0	157855
ENSG00000253871	RP11-756K15.2	8	Clone_based_vega_gene		101929488
	Unknown	8			0
ENSG00000235531	RP11-383H13.1	8	Clone_based_vega_gene		100132891
ENSG00000253901	RP11-122C21.1	8	Clone_based_vega_gene		0
	Unknown	8			0
ENSG00000104490	NCALD	8	HGNC	7655.0	83988
ENSG00000042832	TG	8	HGNC	11764.0	7038
ENSG00000181790	BAI1	8	HGNC	943.0	575
ENSG00000178685	PARP10	8	HGNC	25895.0	84875
	ENSR00001451215	9			0
ENSG00000107338	SHB	9	HGNC	10838.0	6461
ENSG00000228656	MYO5BP3	9	HGNC	38497.0	0
ENSG00000225411	RP11-764K9.1	9	Clone_based_vega_gene		0
	Unknown	9			0
ENSG00000239028	AL359955.1	9	Clone_based_ensembl_gene		0
	Unknown	9			0
ENSG00000241697	TMEFF1	9	HGNC	11866.0	8577
	Unknown	9			0
ENSG00000130714	POMT1	9	HGNC	9202.0	10585
ENSG00000188523	C9orf171	9	HGNC	33776.0	389799
ENSG00000160271	RALGDS	9	HGNC	9842.0	5900
ENSG00000130635	COL5A1	9	HGNC	2209.0	1289
ENSG00000165689	SDCCAG3	9	HGNC	10667.0	10807
	Unknown	10			0
ENSG00000065809	FAM107B	10	HGNC	23726.0	83641
ENSG00000107863	ARHGAP21	10	HGNC	23725.0	57584
ENSG00000148459	PDSS1	10	HGNC	17759.0	23590
	Unknown	10			0
ENSG00000204175	GPRIN2	10	HGNC	23730.0	9721
ENSG00000223477	LINC00842	10	HGNC	44989.0	643650
ENSG00000165476	REEP3	10	HGNC	23711.0	221035
ENSG00000138286	FAM149B1	10	HGNC	29162.0	317662
	Unknown	10			0
ENSG00000108175	ZMIZ1	10	HGNC	16493.0	57178
ENSG00000108175	ZMIZ1	10	HGNC	16493.0	57178
ENSG00000165424	ZCCHC24	10	HGNC	26911.0	219654
ENSG00000171862	PTEN	10	HGNC	9588.0	5728
ENSG00000166024	R3HCC1L	10	HGNC	23512.0	27291
ENSG00000197893	NRAP	10	HGNC	7988.0	4892
ENSG00000107902	LHPP	10	HGNC	30042.0	64077
ENSG00000175029	CTBP2	10	HGNC	2495.0	1488
ENSG00000171811	TTC40	10	HGNC	25247.0	54777
ENSG00000171811	TTC40	10	HGNC	25247.0	54777
	Unknown	11			0
ENSG00000053918	KCNQ1	11	HGNC	6294.0	3784
ENSG00000255307	OR52B2	11	HGNC	15207.0	255725
ENSG00000179119	SPTY2D1	11	HGNC	26818.0	144108
ENSG00000176547	OR4C3	11	HGNC	14697.0	256144
ENSG00000183908	LRRC55	11	HGNC	32324.0	219527
ENSG00000185085	INTS5	11	HGNC	29352.0	80789
ENSG00000149782	PLCB3	11	HGNC	9056.0	5331
	ENSR00001012856	11			0
	ENSR00001016128	11			0
	Unknown	11			0
	Unknown	11			0
ENSG00000060237	WNK1	12	HGNC	14540.0	65125
ENSG00000111676	ATN1	12	HGNC	3033.0	1822
	Unknown	12			0
ENSG00000256667	KLRAP1	12	HGNC	6372.0	0
ENSG00000135446	CDK4	12	HGNC	1773.0	1019
ENSG00000257587	RP11-711C17.1	12	Clone_based_vega_gene		0
	Unknown	12			0
	Unknown	12			0
ENSG00000196091	MYBPC1	12	HGNC	7549.0	4604
ENSG00000136011	STAB2	12	HGNC	18629.0	55576
ENSG00000196498	NCOR2	12	HGNC	7673.0	9612
ENSG00000185163	DDX51	12	HGNC	20082.0	317781
	Unknown	13			0
	Unknown	13			0
ENSG00000041515	MYO16	13	HGNC	29822.0	23026
ENSG00000187537	POTEM	14	HGNC	37096.0	641455
ENSG00000072121	ZFYVE26	14	HGNC	20761.0	23503
ENSG00000198732	SMOC1	14	HGNC	20318.0	64093
ENSG00000133961	NUMB	14	HGNC	8060.0	8650
ENSG00000119685	TTLL5	14	HGNC	19963.0	23093
ENSG00000100629	CEP128	14	HGNC	20359.0	145508
ENSG00000100784	RPS6KA5	14	HGNC	10434.0	9252
	Unknown	14			0
ENSG00000258861	MIR381HG	14	HGNC	20136.0	378881
	ENSR00001080696	14			0
	Unknown	15			0
ENSG00000258628	RP11-492D6.3	15	Clone_based_vega_gene		0
ENSG00000180229	HERC2P3	15	HGNC	4871.0	283755
ENSG00000258590	NBEAP1	15	HGNC	1007.0	0
ENSG00000166664	CHRFAM7A	15	HGNC	15781.0	89832
ENSG00000128833	MYO5C	15	HGNC	7604.0	55930
ENSG00000157483	MYO1E	15	HGNC	7599.0	4643
ENSG00000174485	DENND4A	15	HGNC	24321.0	10260
ENSG00000205363	C15orf59	15	HGNC	33753.0	388135
ENSG00000255571	LINC00925	15	HGNC	27388.0	254559
	ENSR00001581605	15			0
ENSG00000260991	RP11-616M22.9	16	Clone_based_vega_gene		0
ENSG00000187535	IFT140	16	HGNC	29077.0	9742
ENSG00000221719	SNORA3	16	RFAM		0
	Unknown	16			0
ENSG00000038532	CLEC16A	16	HGNC	29013.0	23274
ENSG00000234719	RP11-166B2.1	16	Clone_based_vega_gene		0
ENSG00000166783	KIAA0430	16	HGNC	29562.0	9665
ENSG00000259929	CTA-481E9.4	16	Clone_based_vega_gene		0
ENSG00000169189	NSMCE1	16	HGNC	29897.0	197370
ENSG00000169896	ITGAM	16	HGNC	6149.0	3684
	Unknown	16			0
	Unknown	16			0
ENSG00000260141	RP11-19N8.4	16	Clone_based_vega_gene		0
	Unknown	16			0
ENSG00000207986	AC136932.1	16	Clone_based_ensembl_gene		0
	Unknown	16			0
ENSG00000214331	RP11-252A24.2	16	Clone_based_vega_gene		0
ENSG00000179588	ZFPM1	16	HGNC	19762.0	161882
ENSG00000167522	ANKRD11	16	HGNC	21316.0	29123
ENSG00000070366	SMG6	17	HGNC	17809.0	23293
ENSG00000167723	TRPV3	17	HGNC	18084.0	162514
ENSG00000129204	USP6	17	HGNC	12629.0	9098
ENSG00000091536	MYO15A	17	HGNC	7594.0	51168
ENSG00000214860	EVPLL	17	HGNC	35236.0	645027
	Unknown	17			0
	Unknown	17			0
ENSG00000184185	KCNJ12	17	HGNC	6258.0	3768
ENSG00000184185	KCNJ12	17	HGNC	6258.0	3768
ENSG00000184185	KCNJ12	17	HGNC	6258.0	3768
ENSG00000265881	PDLIM1P2	17	HGNC	48945.0	0
ENSG00000265019	NCOR1P2	17	HGNC	42997.0	0
	Unknown	17			0
	Unknown	17			0
ENSG00000108840	HDAC5	17	HGNC	14068.0	10014
ENSG00000108312	UBTF	17	HGNC	12511.0	7343
ENSG00000082641	NFE2L1	17	HGNC	7781.0	4779
ENSG00000182742	HOXB4	17	HGNC	5115.0	3214
ENSG00000008294	SPAG9	17	HGNC	14524.0	9043
	Unknown	17			0
ENSG00000121064	SCPEP1	17	HGNC	29507.0	59342
ENSG00000175175	PPM1E	17	HGNC	19322.0	22843
ENSG00000108588	CCDC47	17	HGNC	24856.0	57003
ENSG00000258890	CEP95	17	HGNC	25141.0	90799
ENSG00000129667	RHBDF2	17	HGNC	20788.0	79651
ENSG00000141551	CSNK1D	17	HGNC	2452.0	1453
ENSG00000175711	B3GNTL1	17	HGNC	21727.0	146712
ENSG00000263305	AP005530.2	18	Clone_based_vega_gene		0
ENSG00000238863	snoU13	18	RFAM		0
	ENSR00001601432	18			0
ENSG00000168502	SOGA2	18	HGNC	29121.0	23255
	ENSR00001603975	18			0
ENSG00000197563	PIGN	18	HGNC	8967.0	23556
ENSG00000263812	LINC00908	18	HGNC	27599.0	0
	Unknown	18			0
ENSG00000088256	GNA11	19	HGNC	4379.0	2767
ENSG00000105426	PTPRS	19	HGNC	9681.0	5802
ENSG00000188868	ZNF563	19	HGNC	30498.0	147837
ENSG00000167460	TPM4	19	HGNC	12013.0	7171
ENSG00000130283	GDF1	19	HGNC	4214.0	2657
ENSG00000105669	COPE	19	HGNC	2234.0	11316
	Unknown	19			0
	Unknown	19			0
ENSG00000186020	ZNF529	19	HGNC	29328.0	57711
ENSG00000266958	AC006126.3	19	Clone_based_vega_gene		0
ENSG00000134815	DHX34	19	HGNC	16719.0	9704
ENSG00000207803	MIR518A1	19	HGNC	32120.0	574488
ENSG00000186431	FCAR	19	HGNC	3608.0	2204
ENSG00000131037	EPS8L1	19	HGNC	21295.0	54869
ENSG00000179954	SSC5D	19	HGNC	26641.0	284297
ENSG00000088812	ATRN	20	HGNC	885.0	8455
ENSG00000266720	RN7SL14P	20	HGNC	46030.0	0
	Unknown	20			0
ENSG00000125804	FAM182A	20	HGNC	16222.0	728882
ENSG00000227195	MIR663A	20	HGNC	32919.0	724033
	Unknown	20			0
ENSG00000231934	RP4-610C12.1	20	Clone_based_vega_gene		101930560
	Unknown	20			0
	Unknown	20			0
	Unknown	20			0
ENSG00000124126	PREX1	20	HGNC	32594.0	57580
ENSG00000124201	ZNFX1	20	HGNC	29271.0	57169
	ENSR00001644856	20			0
ENSG00000130699	TAF4	20	HGNC	11537.0	6874
	Unknown	21			0
	Unknown	21			0
	Unknown	21			0
ENSG00000166157	TPTE	21	HGNC	12023.0	7179
ENSG00000187172	BAGE2	21	HGNC	15723.0	0
ENSG00000187172	BAGE2	21	HGNC	15723.0	0
ENSG00000271308	AP003900.6	21	Clone_based_vega_gene		0
ENSG00000156299	TIAM1	21	HGNC	11805.0	7074
ENSG00000160284	SPATC1L	21	HGNC	1298.0	84221
ENSG00000160305	DIP2A	21	HGNC	17217.0	23181
ENSG00000213923	CSNK1E	22	HGNC	2453.0	1454
ENSG00000128394	APOBEC3F	22	HGNC	17356.0	200316
ENSG00000159307	SCUBE1	22	HGNC	13441.0	80274
	Unknown	22			0
	ENSR00001653596	22			0
ENSG00000185291	IL3RA	X	HGNC	6012.0	3563
ENSG00000169084	DHRSX	X	HGNC	18399.0	207063
	Unknown	X			0
ENSG00000146938	NLGN4X	X	HGNC	14287.0	57502
ENSG00000047230	CTPS2	X	HGNC	2520.0	56474
ENSG00000069535	MAOB	X	HGNC	6834.0	4129
ENSG00000184194	GPR173	X	HGNC	18186.0	54328
ENSG00000165376	CLDN2	X	HGNC	2041.0	9075
ENSG00000197565	COL4A6	X	HGNC	2208.0	1288
ENSG00000225689	RP1-30E17.2	X	Clone_based_vega_gene		0
ENSG00000228372	RP11-85L21.4	X	Clone_based_vega_gene		101805489
	Unknown	X			0
	Unknown	X			0
	Unknown	X			0
ENSG00000185010	F8	X	HGNC	3546.0	2157
ENSG00000251766	RNA5SP518	Y	HGNC	43418.0	0
	Unknown	Y			0
ENSG00000162458	FBLIM1	1	HGNC	24686.0	54751
ENSG00000184908	CLCNKB	1	HGNC	2027.0	1188
ENSG00000169403	PTAFR	1	HGNC	9582.0	5724
ENSG00000235907	RP4-580O19.2	1	Clone_based_vega_gene		0
ENSG00000116819	TFAP2E	1	HGNC	30774.0	339488
ENSG00000186409	CCDC30	1	HGNC	26103.0	728621
ENSG00000086015	MAST2	1	HGNC	19035.0	23139
ENSG00000116209	TMEM59	1	HGNC	1239.0	9528
ENSG00000173406	DAB1	1	HGNC	2661.0	1600
ENSG00000081985	IL12RB2	1	HGNC	5972.0	3595
ENSG00000232284	GNG12-AS1	1	HGNC	43938.0	100289178
ENSG00000137959	IFI44L	1	HGNC	17817.0	10964
ENSG00000271092	TMEM56-RWDD3	1	HGNC	49388.0	100527978
ENSG00000137996	RTCA	1	HGNC	17981.0	8634
ENSG00000143093	STRIP1	1	HGNC	25916.0	85369
ENSG00000116473	RAP1A	1	HGNC	9855.0	5906
ENSG00000178104	PDE4DIP	1	HGNC	15580.0	9659
ENSG00000213240	NOTCH2NL	1	HGNC	31862.0	388677
ENSG00000213240	NOTCH2NL	1	HGNC	31862.0	388677
ENSG00000152022	LIX1L	1	HGNC	28715.0	128077
ENSG00000186275	NBPF12	1	HGNC	24297.0	0
ENSG00000243452	NBPF15	1	HGNC	28791.0	284565
ENSG00000212044	CR812485.1	1	Clone_based_ensembl_gene		0
ENSG00000213190	MLLT11	1	HGNC	16997.0	10962
ENSG00000143398	PIP5K1A	1	HGNC	8994.0	8394
ENSG00000116539	ASH1L	1	HGNC	19088.0	55870
ENSG00000132698	RAB25	1	HGNC	18238.0	57111
ENSG00000183856	IQGAP3	1	HGNC	20669.0	128239
ENSG00000163518	FCRL4	1	HGNC	18507.0	83417
	Unknown	1			0
ENSG00000120332	TNN	1	HGNC	22942.0	63923
ENSG00000116183	PAPPA2	1	HGNC	14615.0	60676
ENSG00000116183	PAPPA2	1	HGNC	14615.0	60676
ENSG00000058085	LAMC2	1	HGNC	6493.0	3918
ENSG00000116698	SMG7	1	HGNC	16792.0	9887
ENSG00000134371	CDC73	1	HGNC	16783.0	79577
	Unknown	1			0
	ENSR00001510644	1			0
	Unknown	1			0
ENSG00000224260	RP1-272L16.1	1	Clone_based_vega_gene		0
	Unknown	1			0
	ENSR00001512501	1			0
ENSG00000152104	PTPN14	1	HGNC	9647.0	5784
ENSG00000082482	KCNK2	1	HGNC	6277.0	3776
	Unknown	1			0
ENSG00000186205	MARC1	1	HGNC	26189.0	64757
	Unknown	1			0
	ENSR00001513560	1			0
ENSG00000119283	TRIM67	1	HGNC	31859.0	440730
ENSG00000198626	RYR2	1	HGNC	10484.0	6262
ENSG00000133019	CHRM3	1	HGNC	1952.0	1131
ENSG00000185420	SMYD3	1	HGNC	15513.0	64754
ENSG00000185420	SMYD3	1	HGNC	15513.0	64754
	Unknown	2			0
	Unknown	2			0
ENSG00000143870	PDIA6	2	HGNC	30168.0	10130
ENSG00000171094	ALK	2	HGNC	427.0	238
ENSG00000143924	EML4	2	HGNC	1316.0	27436
	Unknown	2			0
ENSG00000271955	RP11-444A22.1	2	Clone_based_vega_gene		0
	ENSR00001178423	2			0
ENSG00000172071	EIF2AK3	2	HGNC	3255.0	9451
ENSG00000135976	ANKRD36	2	HGNC	24079.0	375248
ENSG00000040933	INPP4A	2	HGNC	6074.0	3631
ENSG00000228615	AC093166.3	2	Clone_based_vega_gene		0
	Unknown	2			0
ENSG00000163075	PCDP1	2	Uniprot_gn		200373
ENSG00000136717	BIN1	2	HGNC	1052.0	274
	Unknown	2			0
ENSG00000230803	AC097532.2	2	Clone_based_vega_gene		0
ENSG00000230803	AC097532.2	2	Clone_based_vega_gene		0
	Unknown	2			0
ENSG00000206901	SNORA72	2	RFAM		0
ENSG00000157827	FMNL2	2	HGNC	18267.0	114793
ENSG00000153237	CCDC148	2	HGNC	25191.0	130940
ENSG00000188452	CERKL	2	HGNC	21699.0	375298
ENSG00000138448	ITGAV	2	HGNC	6150.0	3685
ENSG00000224063	AC007319.1	2	Clone_based_vega_gene		0
ENSG00000115896	PLCL1	2	HGNC	9063.0	5334
ENSG00000178562	CD28	2	HGNC	1653.0	940
	Unknown	2			0
ENSG00000018280	SLC11A1	2	HGNC	10907.0	6556
ENSG00000135913	USP37	2	HGNC	20063.0	57695
ENSG00000181378	CCDC108	2	HGNC	25325.0	255101
ENSG00000153823	PID1	2	HGNC	26084.0	55022
ENSG00000173692	PSMD1	2	HGNC	9554.0	5707
	ENSR00001212842	2			0
ENSG00000132330	SCLY	2	HGNC	18161.0	51540
ENSG00000196277	GRM7	3	HGNC	4599.0	2917
ENSG00000157087	ATP2B2	3	HGNC	815.0	491
ENSG00000154764	WNT7A	3	HGNC	12786.0	7476
ENSG00000182247	UBE2E2	3	HGNC	12478.0	7325
	Unknown	3			0
ENSG00000033867	SLC4A7	3	HGNC	11033.0	9497
	Unknown	3			0
ENSG00000113812	ACTR8	3	HGNC	14672.0	93973
	Unknown	3			0
ENSG00000206530	WDR52	3	HGNC	25631.0	55779
	Unknown	3			0
	Unknown	3			0
ENSG00000174930	VN2R1P	3	HGNC	30344.0	0
ENSG00000250588	IQCJ-SCHIP1	3	HGNC	38842.0	29970
	Unknown	3			0
	ENSR00001669727	3			0
ENSG00000075651	PLD1	3	HGNC	9067.0	5337
	ENSR00001670934	3			0
ENSG00000234238	RP11-430L16.1	3	Clone_based_vega_gene		0
ENSG00000145012	LPP	3	HGNC	6679.0	4026
ENSG00000248302	Z95704.4	4	Clone_based_vega_gene		0
ENSG00000247708	STX18-AS1	4	HGNC	48877.0	100507266
	Unknown	4			0
ENSG00000091490	SEL1L3	4	HGNC	29108.0	23231
	Unknown	4			0
ENSG00000250190	RP11-292B1.2	4	Clone_based_vega_gene		0
ENSG00000250657	RP11-1E6.1	4	Clone_based_vega_gene		0
	Unknown	4			0
ENSG00000163453	IGFBP7	4	HGNC	5476.0	3490
	Unknown	4			0
	Unknown	4			0
ENSG00000163625	WDFY3	4	HGNC	20751.0	23001
ENSG00000246090	RP11-696N14.1	4	Clone_based_vega_gene		101929271
ENSG00000109320	NFKB1	4	HGNC	7794.0	4790
ENSG00000248740	RP11-328K4.1	4	Clone_based_vega_gene		101929448
ENSG00000196782	MAML3	4	HGNC	16272.0	55534
ENSG00000109452	INPP4B	4	HGNC	6075.0	8821
ENSG00000109738	GLRB	4	HGNC	4329.0	2743
ENSG00000168843	FSTL5	4	HGNC	21386.0	56884
	Unknown	4			0
ENSG00000109536	FRG1	4	HGNC	3954.0	2483
	Unknown	5			0
	Unknown	5			0
ENSG00000152582	SPEF2	5	HGNC	26293.0	79925
ENSG00000113594	LIFR	5	HGNC	6597.0	3977
	Unknown	5			0
ENSG00000145703	IQGAP2	5	HGNC	6111.0	10788
	Unknown	5			0
ENSG00000264342	MIR3660	5	HGNC	38985.0	100500825
	Unknown	5			0
ENSG00000246316	RP11-492A10.1	5	Clone_based_vega_gene		0
	Unknown	5			0
ENSG00000250859	HNRNPKP1	5	HGNC	42374.0	0
ENSG00000176049	JAKMIP2	5	HGNC	29067.0	9832
ENSG00000132915	PDE6A	5	HGNC	8785.0	5145
ENSG00000145907	G3BP1	5	HGNC	30292.0	10146
ENSG00000145888	GLRA1	5	HGNC	4326.0	2741
ENSG00000164574	GALNT10	5	HGNC	19873.0	55568
	Unknown	5			0
ENSG00000253693	CTC-535M15.2	5	Clone_based_vega_gene		0
ENSG00000249306	RP11-267A15.1	5	Clone_based_vega_gene		0
ENSG00000065060	UHRF1BP1	6	HGNC	21216.0	54887
ENSG00000220556	RP1-202I21.3	6	Clone_based_vega_gene		0
	Unknown	6			0
ENSG00000146143	PRIM2	6	HGNC	9370.0	5558
ENSG00000146143	PRIM2	6	HGNC	9370.0	5558
	Unknown	6			0
	Unknown	6			0
	Unknown	6			0
ENSG00000146263	MMS22L	6	HGNC	21475.0	253714
ENSG00000271860	RP11-436D23.1	6	Clone_based_vega_gene		0
	ENSR00001714775	6			0
ENSG00000112406	HECA	6	HGNC	21041.0	51696
ENSG00000120254	MTHFD1L	6	HGNC	21055.0	25902
ENSG00000153721	CNKSR3	6	HGNC	23034.0	154043
ENSG00000220305	HNRNPH1P1	6	HGNC	48751.0	0
ENSG00000185345	PARK2	6	HGNC	8607.0	5071
	Unknown	6			0
ENSG00000188191	PRKAR1B	7	HGNC	9390.0	5575
ENSG00000157954	WIPI2	7	HGNC	32225.0	26100
	Unknown	7			0
ENSG00000105877	DNAH11	7	HGNC	2942.0	8701
	Unknown	7			0
ENSG00000211697	TRGV5	7	HGNC	12290.0	0
ENSG00000106536	POU6F2	7	HGNC	21694.0	11281
ENSG00000106536	POU6F2	7	HGNC	21694.0	11281
	ENSR00001725836	7			0
ENSG00000146731	CCT6A	7	HGNC	1620.0	908
ENSG00000237236	RP11-548K12.11	7	Clone_based_vega_gene		0
	Unknown	7			0
	Unknown	7			0
ENSG00000127952	STYXL1	7	HGNC	18165.0	51657
	Unknown	7			0
ENSG00000168255	POLR2J3	7	HGNC	33853.0	548644
ENSG00000179603	GRM8	7	HGNC	4600.0	2918
ENSG00000158525	CPA5	7	HGNC	15722.0	93979
ENSG00000221866	PLXNA4	7	HGNC	9102.0	91584
ENSG00000131558	EXOC4	7	HGNC	30389.0	60412
ENSG00000059377	TBXAS1	7	HGNC	11609.0	6916
ENSG00000211749	TRBV23-1	7	HGNC	12201.0	0
ENSG00000174469	CNTNAP2	7	HGNC	13830.0	26047
ENSG00000130226	DPP6	7	HGNC	3010.0	1804
ENSG00000215372	ZNF705G	8	HGNC	37134.0	100131980
ENSG00000171056	SOX7	8	HGNC	18196.0	83595
ENSG00000238460	AC068587.2	8	Clone_based_ensembl_gene		0
ENSG00000147548	WHSC1L1	8	HGNC	12767.0	54904
ENSG00000206867	RNU6-356P	8	HGNC	47319.0	0
ENSG00000253413	RP11-960H2.2	8	Clone_based_vega_gene		0
ENSG00000177182	CLVS1	8	HGNC	23139.0	157807
ENSG00000261618	RP11-79H23.3	8	Clone_based_vega_gene		0
ENSG00000147614	ATP6V0D2	8	HGNC	18266.0	245972
ENSG00000176623	RMDN1	8	HGNC	24285.0	51115
	Unknown	8			0
ENSG00000164830	OXR1	8	HGNC	15822.0	55074
	ENSR00001747208	8			0
ENSG00000229268	PES1P2	9	HGNC	44059.0	0
ENSG00000164985	PSIP1	9	HGNC	9527.0	11168
ENSG00000164989	CCDC171	9	HGNC	29828.0	203238
	Unknown	9			0
ENSG00000188352	FOCAD	9	HGNC	23377.0	54914
	Unknown	9			0
ENSG00000225411	RP11-764K9.1	9	Clone_based_vega_gene		0
	Unknown	9			0
ENSG00000083223	ZCCHC6	9	HGNC	25817.0	79670
ENSG00000148123	LPPR1	9	Uniprot_gn		54886
ENSG00000213557	RP11-240E2.2	9	Clone_based_vega_gene		0
ENSG00000157657	ZNF618	9	HGNC	29416.0	114991
	Unknown	9			0
	Unknown	9			0
ENSG00000119414	PPP6C	9	HGNC	9323.0	5537
	Unknown	10			0
ENSG00000136750	GAD2	10	HGNC	4093.0	2572
ENSG00000107968	MAP3K8	10	HGNC	6860.0	1326
ENSG00000234814	SVILP1	10	HGNC	44959.0	645954
	Unknown	10			0
ENSG00000234420	ZNF37BP	10	HGNC	13103.0	100129482
ENSG00000243289	CTGLF8P	10	HGNC	23461.0	0
ENSG00000223477	LINC00842	10	HGNC	44989.0	643650
	Unknown	10			0
	ENSR00001524558	10			0
	Unknown	10			0
ENSG00000062650	WAPAL	10	HGNC	23293.0	23063
	Unknown	10			0
ENSG00000156395	SORCS3	10	HGNC	16699.0	22986
ENSG00000108018	SORCS1	10	HGNC	16697.0	114815
ENSG00000165650	PDZD8	10	HGNC	26974.0	118987
	Unknown	11			0
	Unknown	11			0
	Unknown	11			0
ENSG00000110427	KIAA1549L	11	HGNC	24836.0	25758
ENSG00000135362	PRR5L	11	HGNC	25878.0	79899
ENSG00000134569	LRP4	11	HGNC	6696.0	4038
ENSG00000186907	RTN4RL2	11	HGNC	23053.0	349667
ENSG00000184276	DEFB108B	11	HGNC	29966.0	245911
	Unknown	11			0
ENSG00000170325	PRDM10	11	HGNC	13995.0	56980
ENSG00000250899	RP11-253E3.3	12	Clone_based_vega_gene		0
ENSG00000111218	PRMT8	12	HGNC	5188.0	56341
ENSG00000139192	TAPBPL	12	HGNC	30683.0	55080
ENSG00000256995	RP11-114G22.1	12	Clone_based_vega_gene		0
	Unknown	12			0
	Unknown	12			0
ENSG00000172602	RND1	12	HGNC	18314.0	27289
	Unknown	12			0
	Unknown	12			0
ENSG00000156076	WIF1	12	HGNC	18081.0	11197
	ENSR00001036278	12			0
ENSG00000239473	RPL7P38	12	HGNC	36731.0	0
ENSG00000111058	ACSS3	12	HGNC	24723.0	79611
	Unknown	12			0
	Unknown	12			0
ENSG00000257242	C12orf79	12	HGNC	27409.0	256021
ENSG00000074527	NTN4	12	HGNC	13658.0	59277
ENSG00000198431	TXNRD1	12	HGNC	12437.0	7296
ENSG00000089250	NOS1	12	HGNC	7872.0	4842
ENSG00000139767	SRRM4	12	HGNC	29389.0	84530
ENSG00000170633	RNF34	12	HGNC	17297.0	80196
ENSG00000151948	GLT1D1	12	HGNC	26483.0	144423
ENSG00000111452	GPR133	12	HGNC	19893.0	283383
	Unknown	13			0
ENSG00000132970	WASF3	13	HGNC	12734.0	10810
	Unknown	13			0
ENSG00000226968	LINC00423	13	HGNC	42758.0	100874167
	Unknown	13			0
ENSG00000102710	SUPT20H	13	HGNC	20596.0	55578
	Unknown	13			0
ENSG00000176124	DLEU1	13	HGNC	13747.0	10301
	Unknown	13			0
ENSG00000185352	HS6ST3	13	HGNC	19134.0	266722
ENSG00000136319	TTC5	14	HGNC	19274.0	91875
ENSG00000100814	CCNB1IP1	14	HGNC	19437.0	57820
ENSG00000183032	SLC25A21	14	HGNC	14411.0	89874
ENSG00000259048	CTD-2058B24.2	14	Clone_based_vega_gene		0
ENSG00000258561	RP11-72M17.1	14	Clone_based_vega_gene		0
ENSG00000171723	GPHN	14	HGNC	15465.0	10243
ENSG00000100678	SLC8A3	14	HGNC	11070.0	6547
	ENSR00001075477	14			0
	Unknown	14			0
	Unknown	14			0
ENSG00000100722	ZC3H14	14	HGNC	20509.0	79882
	Unknown	14			0
ENSG00000100744	GSKIP	14	HGNC	20343.0	51527
	Unknown	14			0
ENSG00000176473	WDR25	14	HGNC	21064.0	79446
ENSG00000185215	TNFAIP2	14	HGNC	11895.0	7127
ENSG00000166069	TMCO5A	15	HGNC	28558.0	145942
	ENSR00000075146	15			0
ENSG00000137801	THBS1	15	HGNC	11785.0	7057
ENSG00000174197	MGA	15	HGNC	14010.0	23269
ENSG00000103995	CEP152	15	HGNC	29298.0	22995
	Unknown	15			0
ENSG00000261652	C15orf65	15	HGNC	44654.0	145788
	Unknown	15			0
ENSG00000117906	RCN2	15	HGNC	9935.0	5955
ENSG00000185787	MORF4L1	15	HGNC	16989.0	10933
ENSG00000058335	RASGRF1	15	HGNC	9875.0	5923
ENSG00000140525	FANCI	15	HGNC	25568.0	55215
ENSG00000140521	POLG	15	HGNC	9179.0	5428
ENSG00000172236	TPSAB1	16	HGNC	12019.0	7177
ENSG00000167971	CASKIN1	16	HGNC	20879.0	57524
ENSG00000167978	SRRM2	16	HGNC	16639.0	23524
ENSG00000167984	NLRC3	16	HGNC	29889.0	197358
ENSG00000048471	SNX29	16	HGNC	30542.0	92017
	Unknown	16			0
	Unknown	16			0
	Unknown	16			0
	Unknown	16			0
ENSG00000005189	AC004381.6	16	Clone_based_vega_gene		81691
	Unknown	16			0
	ENSR00001584935	16			0
ENSG00000090905	TNRC6A	16	HGNC	11969.0	27327
ENSG00000205629	LCMT1	16	HGNC	17557.0	51451
ENSG00000261636	CTA-249B10.1	16	Clone_based_vega_gene		0
ENSG00000260141	RP11-19N8.4	16	Clone_based_vega_gene		0
	Unknown	16			0
	ENSR00001587307	16			0
ENSG00000103034	NDRG4	16	HGNC	14466.0	65009
	ENSR00000373207	16			0
ENSG00000260876	RP11-345M22.1	16	Clone_based_vega_gene		101928248
	Unknown	16			0
ENSG00000131148	EMC8	16	HGNC	7864.0	10328
